id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
7555,I,0.9625,0.725,0.225,7.994559,3.47281375,1.48834875,2.551455,8.0
7556,M,1.5,1.175,0.3625,26.988724,11.4248485,6.44951125,7.030676,9.0
7557,F,1.65,1.2875,0.4375,38.82464025,15.03940975,9.22776225,11.623295,10.0
7558,M,1.575,1.3,0.4375,37.74735925,16.839603,7.75358825,11.3398,12.0
7559,M,1.3875,1.0625,0.4,27.895908,9.87980075,6.010094,8.77417025,17.0
7560,M,1.4125,1.1125,0.3875,26.1665885,11.736693,6.6054335,7.5126175,9.0
7561,I,1.1125,0.8625,0.275,11.89261525,5.4147545,2.65067825,3.685435,8.0
7562,M,1.1875,0.9125,0.275,13.36678925,5.71242425,2.50893075,4.3941725,9.0
7563,M,1.2625,0.975,0.2875,21.47474625,9.7805775,4.60679375,5.2446575,8.0
7564,I,0.9625,0.725,0.225,7.9095105,3.75630875,1.3891255,1.85689225,6.0
7565,F,1.3375,1.075,0.3875,20.87940675,8.94426725,4.479221,6.0951425,8.0
7566,I,0.7375,0.5375,0.175,3.515338,1.31825175,0.77961125,1.14815475,6.0
7567,I,1.0625,0.8,0.275,11.49572225,4.9611625,2.608154,2.83495,7.0
7568,M,1.35,1.0625,0.3375,23.17571625,10.035723,4.86193925,5.2446575,9.0
7569,I,0.65,0.4875,0.15,2.438057,0.850485,0.52446575,0.7087375,6.0
7570,I,0.9125,0.7375,0.225,6.0384435,2.82077525,1.3891255,1.70097,6.0
7571,M,1.5,1.1875,0.375,32.16250775,13.9196045,6.59125875,8.3631025,15.0
7572,M,1.575,1.2625,0.4,34.23202125,15.5071765,7.6827145,8.6465975,11.0
7573,M,1.4375,1.175,0.35,28.05183025,14.04717725,5.3580555,7.37087,9.0
7574,M,1.55,1.175,0.3875,26.12406425,10.035723,6.123492,7.83863675,10.0
7575,I,1.0875,0.8125,0.225,10.41844125,4.139027,1.8994165,2.9766975,7.0
7576,F,1.25,0.95,0.325,16.68368075,7.86698625,3.7137845,4.3941725,11.0
7577,I,0.9625,0.75,0.25,7.1724235,3.18931875,1.60174675,2.551455,8.0
7578,F,1.3125,1.0125,0.3,19.7029025,9.07184,4.025629,5.5281525,11.0
7579,I,0.725,0.525,0.1625,2.99087225,1.26155275,0.623689,0.850485,5.0
7580,I,1.375,1.0625,0.3625,20.31241675,8.0796075,4.52174525,6.9456275,9.0
7581,F,1.55,1.2125,0.4,34.529691,16.6411565,7.6260155,8.9300925,9.0
7582,M,0.9875,0.7375,0.2125,8.0229085,3.685435,1.70097,2.4097075,6.0
7583,I,0.5625,0.4,0.1,1.31825175,0.7087375,0.283495,0.4252425,3.0
7584,I,1.275,1.0,0.3125,17.53416575,7.52679225,3.38776525,5.2446575,11.0
7585,F,1.2625,0.975,0.3625,18.86659225,8.0796075,4.03980375,4.819415,9.0
7586,I,0.925,0.6875,0.225,5.3013565,2.721552,1.190679,1.644271,8.0
7587,M,0.4,0.3125,0.0875,0.680388,0.2551455,0.26932025,0.2551455,3.0
7588,M,1.2125,0.95,0.3125,15.9607685,6.350288,3.84135725,5.2446575,14.0
7589,I,0.95,0.7125,0.2,7.9662095,4.12485225,1.31825175,1.984465,6.0
7590,M,1.2875,0.975,0.3375,17.7751365,5.54232725,4.46504625,5.2446575,14.0
7591,F,1.425,1.1375,0.425,30.5176645,13.16834275,6.22271525,7.93786,10.0
7592,F,1.5,1.15,0.375,26.818627,12.82814875,6.3219385,8.6465975,10.0
7593,M,1.525,1.175,0.425,33.5374585,14.401546,8.334753,8.0796075,9.0
7594,I,1.2625,1.0,0.3,18.597272,8.60407325,3.86970675,4.40834725,9.0
7595,I,0.875,0.6625,0.2,5.783298,2.50893075,1.077281,1.984465,6.0
7596,F,1.1375,0.875,0.2625,11.77921725,4.60679375,1.7860185,3.78465825,13.0
7597,I,0.9625,0.725,0.2375,8.9300925,4.83358975,1.77184375,2.1262125,6.0
7598,M,1.3875,1.0625,0.4,23.7852305,8.8733935,4.77689075,6.9456275,19.0
7599,I,1.2125,0.975,0.3,16.0741665,5.68407475,3.41611475,5.2446575,19.0
7600,I,1.2625,0.975,0.325,16.51358375,8.50485,3.64291075,4.9611625,9.0
7601,I,0.4125,0.2875,0.05,0.5953395,0.21262125,0.12757275,0.1417475,4.0
7602,F,1.3125,1.075,0.375,20.34076625,8.221355,4.252425,5.5281525,12.0
7603,F,1.225,0.95,0.2875,14.67086625,5.65572525,3.10427025,3.69960975,8.0
7604,F,1.5125,1.2375,0.3875,32.98464325,14.514944,8.03708325,8.9300925,12.0
7605,F,1.4,1.075,0.35,25.7129965,11.43902325,4.86193925,7.41339425,9.0
7606,I,1.1875,0.8875,0.3125,15.0535845,7.49844275,3.3735905,3.685435,8.0
7607,M,1.525,1.2,0.4375,32.81454625,10.7444605,6.78970525,10.602713,12.0
7608,M,1.325,1.0125,0.3125,18.21455375,8.1930055,3.7704835,4.819415,8.0
7609,M,1.15,0.9375,0.3125,13.67863375,5.443104,2.96252275,4.53592,9.0
7610,I,1.3125,1.0,0.3125,16.386011,7.6260155,3.18931875,5.8116475,8.0
7611,M,1.65,1.275,0.45,42.48172575,14.4298955,8.57572375,12.3320325,10.0
7612,F,1.325,1.0375,0.4625,19.85882475,5.54232725,4.819415,7.7961125,21.0
7613,M,1.1,0.8625,0.2625,11.963489,4.9611625,2.87747425,3.8271825,12.0
7614,M,1.5625,1.2125,0.425,37.22687725,17.8885345,8.51902475,10.44679075,12.0
7615,M,1.425,1.1,0.375,24.22464775,12.28950825,5.00368675,6.23689,8.0
7616,F,1.5625,1.2,0.4375,36.95357325,13.99047825,8.5898985,10.77281,14.0
7617,M,1.675,1.35,0.4875,46.379782,25.0893075,10.6877615,11.60912025,10.0
7618,I,1.0125,0.775,0.25,8.674947,3.855532,1.60174675,2.664853,9.0
7619,F,1.625,1.225,0.425,32.7436725,16.0174675,7.200773,8.9300925,9.0
7620,F,1.45,1.15,0.4125,30.0221205,13.097469,6.76135575,7.93786,10.0
7621,F,1.275,0.975,0.3375,16.40018575,7.1157245,3.75630875,5.10291,10.0
7622,M,1.0375,0.7875,0.25,9.93649975,4.77689075,1.74349425,2.83495,9.0
7623,I,1.1,0.8125,0.3375,10.9145575,4.9044635,2.05533875,3.118445,7.0
7624,I,1.425,1.125,0.3875,23.51591025,9.73805325,4.55009475,6.747181,9.0
7625,I,1.275,0.9375,0.35,18.6256215,8.85921875,4.72019175,4.6776675,10.0
7626,F,1.3,1.025,0.3125,16.8679525,7.24329725,3.40194,4.80524025,10.0
7627,F,1.45,1.1375,0.3875,30.43318825,14.55746825,8.391452,7.5126175,11.0
7628,M,1.4375,1.125,0.3375,24.777463,11.15552825,4.649318,6.80388,8.0
7629,M,1.325,1.025,0.3875,20.97863,9.87980075,4.60679375,6.0951425,12.0
7630,I,1.175,0.8625,0.2625,10.2908685,4.32329875,1.74349425,3.3168915,6.0
7631,F,1.425,1.125,0.4375,28.98736375,9.68135425,5.40057975,10.149121,13.0
7632,F,1.5125,1.175,0.3875,30.1922175,13.1258185,6.973977,8.9300925,14.0
7633,I,1.3375,0.975,0.325,18.01610725,9.07184,3.8838815,4.2807745,8.0
7634,M,1.2125,0.9375,0.3625,16.159215,7.83863675,3.8838815,4.819415,8.0
7635,M,1.525,1.2125,0.45,30.83008125,12.133586,7.540967,8.03708325,12.0
7636,I,0.8875,0.65,0.2125,5.3013565,1.644271,1.43164975,1.417475,6.0
7637,I,0.9625,0.7625,0.2375,9.73805325,4.83358975,2.08368825,2.26796,6.0
7638,F,1.5875,1.2625,0.4125,36.570855,16.612807,8.49067525,9.4970825,15.0
7639,I,1.0875,0.8375,0.275,11.6516445,4.9044635,2.6365035,3.8271825,8.0
7640,M,1.3375,1.0125,0.35,23.3316385,8.91591775,4.8477645,8.0796075,12.0
7641,M,1.65,1.3125,0.5375,44.69298675,17.73261225,10.21999475,11.623295,15.0
7642,F,1.225,0.975,0.3125,17.70426275,6.6054335,3.67126025,5.2446575,13.0
7643,M,1.525,1.2,0.475,37.37881575,12.62970225,8.051258,12.3320325,20.0
7644,I,0.9125,0.675,0.2,5.3013565,2.36718325,1.1056305,1.26155275,6.0
7645,I,1.4125,1.125,0.4,22.15513425,8.6465975,4.12485225,8.50485,14.0
7646,I,1.1375,0.8625,0.275,13.90542975,6.2652395,2.891649,3.685435,8.0
7647,F,1.3,1.1375,0.3125,23.530085,9.85145125,4.86193925,7.6260155,15.0
7648,I,1.0625,0.8125,0.225,9.70970375,3.92640575,1.8427175,2.5231055,8.0
7649,I,1.15,0.8875,0.25,13.53688625,6.10931725,2.48058125,3.118445,7.0
7650,F,1.7125,1.3125,0.5,49.2430815,18.92329125,10.16329575,17.7184375,11.0
7651,M,1.275,0.9375,0.3625,16.45688475,7.04485075,4.195726,5.2446575,9.0
7652,F,1.6125,1.275,0.45,42.184056,20.00057225,9.56795625,10.61688775,12.0
7653,F,1.2875,0.95,0.35,16.782904,6.860579,4.082328,4.53592,12.0
7654,F,1.175,0.9,0.3125,14.004653,5.1312595,3.3168915,4.3941725,13.0
7655,M,1.2,0.9,0.275,14.69921575,6.066793,3.1467945,4.6776675,9.0
7656,M,1.375,1.075,0.325,22.92057075,9.8372765,5.68407475,6.0951425,11.0
7657,M,1.45,1.125,0.35,24.2955215,11.38232425,4.52174525,7.66853975,10.0
7658,M,1.3,1.0125,0.3875,23.7285315,6.633783,5.17378375,7.2291225,10.0
7659,M,1.55,1.2125,0.4,31.2694985,15.1102835,6.90310325,9.355335,11.0
7660,M,1.6125,1.275,0.4375,31.99241075,13.19669225,6.42116175,8.50485,13.0
7661,F,1.425,1.0375,0.4125,24.720764,8.63242275,5.1312595,9.979024,11.0
7662,F,1.4125,1.0625,0.375,24.607366,9.79475225,5.48562825,7.7961125,11.0
7663,I,1.0375,0.775,0.25,10.19164525,4.37999775,2.324659,2.83495,7.0
7664,M,1.4,1.1125,0.375,22.8780465,10.489315,4.63514325,7.654365,9.0
7665,M,1.475,1.15,0.425,26.09571475,11.8784405,6.6054335,7.5126175,9.0
7666,M,1.55,1.2375,0.4375,38.00250475,17.0097,8.26387925,10.0640725,11.0
7667,I,0.95,0.7,0.2375,7.9662095,2.70737725,1.65844575,2.1262125,8.0
7668,F,1.7125,1.45,0.4625,43.70075425,18.937466,10.4609655,13.3526145,10.0
7669,F,1.6125,1.2625,0.375,35.19590425,14.5432935,7.38504475,9.922325,10.0
7670,F,1.2625,0.95,0.3,16.9813505,6.56290925,3.7137845,5.386405,8.0
7671,I,1.125,0.8375,0.275,11.396499,4.819415,2.608154,3.8271825,7.0
7672,M,1.625,1.3125,0.475,47.89648025,19.447757,11.07047975,11.90679,11.0
7673,M,1.4125,1.1,0.35,23.700182,10.64523725,4.40834725,6.7755305,10.0
7674,M,1.3125,1.0125,0.3875,27.499015,8.0796075,6.19436575,9.922325,19.0
7675,M,1.5125,1.175,0.4625,31.22697425,15.35125425,7.881161,8.12213175,10.0
7676,F,1.5625,1.25,0.4125,36.173962,17.61921425,7.66853975,10.20582,10.0
7677,I,0.675,0.4875,0.1625,3.01922175,1.1056305,0.7654365,0.850485,5.0
7678,M,1.4875,1.2375,0.5125,37.32211675,13.60776,7.3992195,11.32562525,18.0
7679,I,1.475,1.175,0.4,25.86891875,10.77281,6.2652395,8.6465975,14.0
7680,F,1.4125,1.125,0.4125,24.7491135,10.9145575,5.5281525,7.10154975,12.0
7681,M,1.25,1.0,0.35,22.89222125,7.37087,4.46504625,7.37087,12.0
7682,F,1.125,0.8625,0.325,14.5999925,6.0951425,3.061746,3.96893,10.0
7683,F,1.1625,0.9,0.35,14.2030995,5.8683465,3.175144,4.6776675,11.0
7684,M,1.2375,0.9875,0.3375,18.427175,9.31281075,3.685435,4.819415,8.0
7685,I,0.8,0.6375,0.2375,5.06038575,2.0128145,1.3891255,1.70097,7.0
7686,M,1.3625,1.0375,0.3875,27.82503425,8.391452,5.386405,9.07184,16.0
7687,F,1.525,1.2,0.4375,28.689694,15.32290475,6.16601625,8.164656,10.0
7688,I,0.875,0.6875,0.225,6.1518415,2.50893075,1.70097,1.984465,7.0
7689,F,1.4125,1.15,0.3875,28.2077525,14.401546,6.64795775,8.12213175,11.0
7690,F,1.2875,0.9875,0.3,15.03940975,7.18659825,3.41611475,4.876114,9.0
7691,M,1.525,1.2,0.4125,31.14192575,11.18387775,6.90310325,9.355335,19.0
7692,F,1.3,1.0125,0.3375,22.01338675,9.85145125,4.86193925,5.57067675,9.0
7693,I,1.1,0.825,0.25,11.6516445,4.43669675,2.5231055,3.40194,8.0
7694,F,1.3875,1.075,0.35,23.85610425,8.29222875,4.86193925,6.70465675,12.0
7695,F,1.35,1.0625,0.35,23.09066775,11.1980525,5.57067675,5.5281525,13.0
7696,I,1.2125,0.875,0.3125,14.118051,6.73300625,2.8066005,3.96893,8.0
7697,I,1.125,0.8875,0.275,13.33843975,6.13766675,2.14038725,4.1106775,8.0
7698,I,1.3125,1.0,0.2875,18.597272,8.34892775,3.912231,6.1518415,11.0
7699,I,1.2125,0.925,0.275,13.50853675,6.25106475,2.93417325,3.685435,8.0
7700,F,1.5,1.2,0.3875,29.48348,12.20445975,6.2652395,7.93786,21.0
7701,F,1.3125,1.0,0.3625,21.885814,9.015141,5.726599,5.386405,9.0
7702,F,1.1625,0.85,0.275,12.68640125,5.6699,2.93417325,3.685435,8.0
7703,F,1.5875,1.275,0.4125,37.0527965,15.422128,9.128539,11.01378075,10.0
7704,F,1.2625,0.975,0.2875,14.571643,5.443104,3.04757125,4.252425,11.0
7705,M,1.45,1.1125,0.325,23.45921125,10.432616,4.9044635,6.0951425,9.0
7706,F,1.4875,1.2,0.4375,24.70658925,10.19164525,6.36446275,8.0796075,12.0
7707,M,0.8,0.6,0.2,4.97533725,2.11203775,1.17650425,1.984465,12.0
7708,I,1.125,0.875,0.25,10.716111,4.63514325,2.5231055,3.40194,9.0
7709,I,1.1625,0.9125,0.3,13.5227115,5.91087075,3.04757125,4.15320175,9.0
7710,F,1.5375,1.25,0.4375,40.49726075,14.81261375,7.030676,11.90679,18.0
7711,F,1.275,1.0,0.3125,16.8112535,6.81805475,4.32329875,5.2446575,8.0
7712,I,0.5125,0.375,0.1125,1.190679,0.453592,0.26932025,0.38271825,5.0
7713,I,1.45,1.125,0.3625,22.4244545,10.035723,4.69184225,6.16601625,10.0
7714,I,0.9125,0.6875,0.3,6.53455975,2.83495,1.31825175,1.984465,8.0
7715,I,0.9875,0.75,0.225,8.618248,3.78465825,1.70097,2.1262125,6.0
7716,I,0.875,0.6625,0.1875,5.00368675,2.22543575,1.14815475,1.8427175,6.0
7717,F,1.625,1.3125,0.5125,42.297454,20.31241675,9.015141,11.056305,11.0
7718,M,1.65,1.2625,0.475,38.82464025,17.8318355,7.64019025,10.3475675,11.0
7719,I,0.7125,0.5375,0.2125,3.92640575,2.19708625,0.8788345,1.13398,7.0
7720,I,0.825,0.625,0.1875,4.12485225,1.82854275,0.9922325,1.2757275,6.0
7721,F,1.15,0.9125,0.35,14.72756525,5.82582225,2.99087225,5.556502,11.0
7722,F,1.2,0.9875,0.325,14.118051,5.88252125,3.52951275,4.819415,9.0
7723,I,1.1125,0.825,0.3125,10.716111,4.83358975,2.097863,3.40194,7.0
7724,I,0.9875,0.7,0.25,7.7961125,3.515338,1.7293195,2.6365035,7.0
7725,M,1.4875,1.1625,0.375,29.66775175,14.04717725,6.67630725,7.04485075,11.0
7726,F,1.575,1.2125,0.4875,39.87357175,18.2287285,9.31281075,8.6465975,13.0
7727,F,1.325,1.0875,0.425,20.0997955,8.83086925,4.40834725,7.540967,12.0
7728,F,1.45,1.15,0.4875,33.0271675,12.0485375,6.25106475,9.4970825,13.0
7729,M,1.35,1.05,0.3875,25.41532675,10.6877615,5.23048275,6.3786375,8.0
7730,M,1.525,1.15,0.3625,25.798045,11.94931425,5.68407475,7.2291225,10.0
7731,I,1.1125,0.85,0.225,10.95708175,3.912231,2.11203775,2.83495,7.0
7732,I,1.15,0.925,0.275,14.17475,6.293589,3.0333965,4.252425,8.0
7733,M,1.2875,1.0,0.325,19.32018425,8.618248,3.98310475,6.23689,12.0
7734,F,1.3125,1.0625,0.35,24.73493875,10.6877615,5.159609,6.80388,8.0
7735,F,1.525,1.2,0.4125,26.80445225,10.98543125,6.917278,7.654365,12.0
7736,M,1.475,1.1625,0.3625,25.911443,10.61688775,5.71242425,7.6827145,8.0
7737,M,1.6125,1.3125,0.425,35.777069,12.85649825,6.7188315,11.4815475,19.0
7738,I,0.975,0.725,0.225,7.427569,4.09650275,1.43164975,1.927766,7.0
7739,M,1.6375,1.2875,0.4,38.96638775,18.427175,9.7805775,9.7805775,12.0
7740,F,1.4125,1.1,0.4,31.808139,15.5638755,6.19436575,9.7805775,10.0
7741,M,1.45,1.125,0.375,26.365035,11.15552825,4.89028875,7.5126175,11.0
7742,F,1.525,1.15,0.375,29.97959625,13.11164375,5.329706,7.93786,10.0
7743,I,1.1625,0.875,0.3125,13.1258185,5.9817445,3.118445,3.118445,8.0
7744,M,0.7,0.5375,0.125,3.35941575,1.5592225,0.83631025,1.09145575,5.0
7745,I,1.1125,0.8125,0.275,12.757275,5.6982495,2.90582375,3.96893,8.0
7746,F,1.5,1.225,0.4,30.71668325,12.9557215,7.314171,8.50485,9.0
7747,F,1.5875,1.3125,0.4875,39.19318375,17.78931125,6.64795775,11.7083435,13.0
7748,I,0.9125,0.6625,0.225,6.0384435,2.14038725,1.77184375,1.984465,5.0
7749,M,1.45,1.1625,0.35,23.7285315,10.24834425,4.57844425,6.87475375,9.0
7750,M,1.5375,1.175,0.4125,31.31202275,13.16834275,5.6982495,7.654365,11.0
7751,I,1.3,1.0,0.325,18.71067,8.051258,4.025629,5.6699,8.0
7752,I,1.1,0.85,0.275,10.149121,4.4508715,2.26796,3.458639,10.0
7753,I,0.7375,0.55,0.175,3.685435,1.4458245,0.80796075,0.9922325,6.0
7754,I,0.4625,0.3375,0.1,0.5953395,0.21262125,0.15592225,0.1417475,4.0
7755,M,1.5,1.2375,0.4375,31.1561005,11.453198,6.2652395,9.922325,15.0
7756,I,0.9,0.65,0.225,5.57067675,2.45223175,1.51669825,1.97029025,7.0
7757,I,0.5,0.4375,0.1,1.8994165,0.737087,0.396893,0.5386405,3.0
7758,I,1.1875,0.9125,0.3,12.6722265,5.62737575,2.79242575,3.8271825,8.0
7759,I,1.375,1.075,0.325,21.9708625,9.73805325,4.23825025,5.953395,8.0
7760,I,1.2,0.9375,0.25,14.52911875,6.76135575,3.2034935,4.53592,10.0
7761,I,1.0375,0.8125,0.3,10.149121,4.7910655,2.65067825,3.40194,7.0
7762,I,1.375,1.0625,0.3875,18.1153305,7.3992195,4.89028875,5.20213325,9.0
7763,I,1.15,0.875,0.3,14.10387625,6.13766675,3.50116325,3.5436875,9.0
7764,M,1.2625,0.9625,0.325,23.00561925,10.489315,4.706017,5.2446575,8.0
7765,M,1.475,1.225,0.35,29.44095575,12.643877,6.13766675,8.3631025,15.0
7766,F,1.45,1.075,0.3125,23.45921125,11.4248485,4.86193925,5.10291,9.0
7767,F,1.5375,1.1875,0.4,34.06192425,13.42348825,8.37727725,9.922325,16.0
7768,M,1.4125,1.1,0.375,25.287754,9.695529,4.989512,8.221355,13.0
7769,I,0.9375,0.7,0.2125,6.7188315,2.67902775,1.11980525,1.984465,6.0
7770,M,1.65,1.3125,0.4375,39.179009,19.220961,8.60407325,11.0279555,10.0
7771,I,0.65,0.5125,0.175,2.608154,1.17650425,0.56699,0.850485,6.0
7772,I,1.3125,0.9875,0.3,17.633389,8.9867915,3.86970675,4.7910655,9.0
7773,I,1.325,1.0375,0.3125,18.69649525,7.654365,4.8477645,5.8116475,10.0
7774,M,1.0875,0.8875,0.275,11.5382465,4.9044635,2.721552,3.8271825,8.0
7775,F,1.175,0.8875,0.3125,12.47378,4.7910655,2.99087225,3.5436875,15.0
7776,I,0.9625,0.7375,0.225,7.93786,3.515338,1.871067,2.1262125,7.0
7777,M,1.5375,1.2125,0.4125,32.16250775,14.5999925,7.38504475,8.40562675,11.0
7778,M,1.625,1.25,0.4375,36.117263,16.0174675,7.04485075,9.355335,10.0
7779,M,1.4125,1.125,0.375,25.16018125,10.716111,6.16601625,7.2291225,15.0
7780,M,1.325,1.05,0.325,21.659018,7.7961125,4.8477645,5.8116475,21.0
7781,M,1.6125,1.2625,0.4,36.0889135,14.92601175,8.66077225,10.489315,10.0
7782,F,1.4875,1.1625,0.375,31.62386725,14.4298955,6.747181,8.6465975,8.0
7783,M,1.525,1.2125,0.4375,36.117263,14.628342,6.690482,13.324265,14.0
7784,I,0.9375,0.7,0.2375,7.95203475,3.231843,1.63009625,2.26796,7.0
7785,M,1.475,1.1625,0.4125,25.51455,10.942907,5.06038575,7.7961125,11.0
7786,M,1.3875,1.1125,0.3625,27.54153925,14.47241975,6.22271525,6.3786375,8.0
7787,M,1.575,1.2,0.3625,32.1199835,13.437663,3.98310475,6.80388,11.0
7788,M,1.5,1.175,0.4,30.91512975,12.40290625,6.16601625,10.0640725,10.0
7789,I,1.3125,1.0,0.4125,18.75319425,8.77417025,4.60679375,5.10291,11.0
7790,F,1.1625,0.875,0.3125,13.664459,5.953395,3.005047,4.1106775,9.0
7791,F,1.6125,1.3,0.475,46.67745175,18.9091165,8.334753,12.757275,16.0
7792,M,1.25,0.95,0.3125,16.839603,7.41339425,3.7137845,4.819415,9.0
7793,M,1.5625,1.1875,0.375,31.85066325,14.911837,7.38504475,8.9300925,9.0
7794,I,0.5,0.3875,0.1,1.20485375,0.52446575,0.18427175,0.29766975,4.0
7795,F,1.6,1.225,0.4125,34.68561325,16.62698175,8.17883075,8.731646,9.0
7796,F,1.6625,1.3,0.4875,41.730464,17.7184375,10.64523725,10.9145575,10.0
7797,F,1.625,1.3125,0.4625,45.982889,22.7079495,9.525432,13.2959155,11.0
7798,M,1.525,1.175,0.4125,28.76056775,10.61688775,7.824462,10.489315,12.0
7799,I,1.1,0.85,0.3,11.169703,4.9611625,2.42388225,3.8271825,7.0
7800,I,0.575,0.4125,0.1375,1.45999925,0.5386405,0.396893,0.4819415,4.0
7801,M,1.5,1.2375,0.425,28.08017975,11.056305,6.76135575,10.3475675,16.0
7802,F,1.5125,1.2,0.375,36.61337925,17.0097,8.051258,8.4198015,11.0
7803,M,1.25,0.9375,0.375,21.36134825,6.59125875,4.40834725,7.2291225,12.0
7804,F,1.425,1.1625,0.425,31.2694985,11.8784405,6.95980225,10.77281,17.0
7805,F,1.5625,1.2,0.4,23.88445375,8.46232575,5.51397775,9.02931575,11.0
7806,M,1.375,1.0375,0.35,18.71067,8.54737425,4.40834725,4.9611625,9.0
7807,I,1.25,1.0125,0.3125,17.33571925,6.5487345,3.95475525,5.6699,13.0
7808,F,1.55,1.2125,0.4375,29.95124675,10.8578585,7.200773,10.0640725,14.0
7809,I,1.3125,1.025,0.2875,18.767369,8.40562675,4.60679375,5.386405,9.0
7810,I,0.75,0.55,0.1875,3.24601775,1.2757275,0.75126175,0.9922325,4.0
7811,F,1.7,1.35,0.5,51.8512355,21.78659075,11.5949455,13.1825175,10.0
7812,F,1.175,0.8875,0.3125,13.437663,5.00368675,2.9199985,4.252425,9.0
7813,F,1.625,1.275,0.3875,35.36600125,14.0330025,8.60407325,8.9300925,9.0
7814,I,1.1875,0.85,0.25,11.793392,5.499803,2.438057,3.5436875,7.0
7815,F,1.2125,0.9375,0.4375,16.839603,6.6621325,3.95475525,6.23689,16.0
7816,F,1.4625,1.15,0.375,26.308336,13.90542975,5.54232725,6.747181,10.0
7817,M,1.4125,1.125,0.375,29.69610125,11.1413535,7.10154975,8.3631025,10.0
7818,M,1.4625,1.1375,0.3625,26.761928,10.21999475,5.23048275,7.654365,10.0
7819,F,1.4625,1.15,0.4375,27.1304715,11.12717875,6.36446275,8.0796075,16.0
7820,F,1.2125,0.8875,0.2625,12.99824575,5.499803,2.79242575,3.685435,7.0
7821,F,1.4625,1.1375,0.4,31.467945,14.92601175,6.406987,8.6465975,10.0
7822,F,1.525,1.2125,0.425,37.137845,15.97494325,8.97261675,11.623295,12.0
7823,M,1.175,0.8875,0.3,13.60776,5.65572525,3.18931875,3.8271825,9.0
7824,I,0.9375,0.6875,0.225,6.19436575,2.721552,1.0489315,2.26796,7.0
7825,F,1.4125,1.0875,0.3625,23.54425975,11.4248485,4.89028875,6.80388,8.0
7826,M,1.3,1.025,0.4,20.921931,9.8372765,4.12485225,5.953395,9.0
7827,F,1.45,1.1,0.3375,24.56484175,12.51630425,5.71242425,6.23689,8.0
7828,M,1.3375,1.125,0.3625,23.85610425,11.60912025,5.40057975,7.7961125,10.0
7829,I,0.625,0.4625,0.1625,2.0695135,0.793786,0.52446575,0.63786375,6.0
7830,M,1.4125,1.1,0.4,23.48756075,9.6671795,6.4353365,6.520385,11.0
7831,M,1.4375,1.0875,0.375,24.99008425,9.015141,4.8477645,8.3631025,15.0
7832,M,1.3125,1.0125,0.35,20.97863,7.55514175,4.762716,5.10291,11.0
7833,I,0.8125,0.6,0.1875,4.80524025,1.68679525,1.020582,1.40330025,6.0
7834,F,1.7125,1.35,0.5125,42.51007525,13.947954,10.77281,12.8990225,14.0
7835,F,1.4125,1.1,0.4375,25.51455,10.95708175,5.1312595,8.50485,11.0
7836,F,1.5125,1.2375,0.4,35.02580725,16.102516,8.164656,8.9300925,11.0
7837,F,1.425,1.1,0.3375,23.189891,8.0796075,4.86193925,7.7961125,13.0
7838,F,1.5125,1.225,0.4,30.674159,14.04717725,5.613201,8.77417025,18.0
7839,I,0.4875,0.325,0.1,0.92135875,0.35436875,0.1417475,0.2551455,7.0
7840,I,0.8125,0.65,0.2,5.10291,2.551455,1.03475675,1.5592225,6.0
7841,I,1.1,0.8125,0.25,10.7444605,4.9044635,2.33883375,3.118445,7.0
7842,I,1.3375,1.075,0.3625,22.97726975,8.63242275,4.86193925,6.520385,13.0
7843,I,1.075,0.8125,0.25,9.19941275,4.40834725,1.8427175,2.6932025,7.0
7844,M,1.4875,1.1375,0.4125,31.9498865,13.99047825,7.24329725,8.3631025,14.0
7845,F,1.5,1.2,0.5,30.1355185,11.623295,7.38504475,10.489315,13.0
7846,M,1.6,1.2,0.4375,37.1094955,13.65028425,8.68912175,11.056305,14.0
7847,I,0.9375,0.7,0.2375,6.577084,3.30271675,1.190679,1.984465,9.0
7848,I,1.1875,0.9125,0.2875,14.571643,6.2652395,3.75630875,4.139027,9.0
7849,I,1.025,0.8125,0.25,10.98543125,4.97533725,2.041164,2.9766975,7.0
7850,M,1.5375,1.2625,0.3875,31.14192575,14.4298955,6.7755305,9.63883,11.0
7851,F,1.25,1.0125,0.35,18.24290325,7.69688925,4.60679375,5.726599,8.0
7852,F,1.3875,1.0625,0.2875,24.7491135,8.60407325,3.96893,8.788345,18.0
7853,I,1.125,0.875,0.2625,12.48795475,5.28718175,2.22543575,3.40194,7.0
7854,F,1.575,1.2375,0.4,32.034935,14.911837,8.1363065,8.9300925,13.0
7855,M,0.625,0.4375,0.175,2.83495,1.247378,0.58116475,0.7087375,5.0
7856,I,1.1875,0.8875,0.275,14.004653,6.25106475,2.96252275,3.96893,7.0
7857,M,1.475,1.1625,0.375,27.22969475,12.8990225,5.8683465,5.8116475,11.0
7858,M,1.475,1.0375,0.375,28.02348075,11.8784405,5.68407475,9.07184,10.0
7859,F,1.6375,1.375,0.475,47.10269425,19.06503875,10.035723,13.60776,14.0
7860,I,1.025,0.7875,0.275,8.674947,6.0384435,1.70097,2.45223175,6.0
7861,I,0.95,0.725,0.2375,6.70465675,2.8066005,1.43164975,2.26796,7.0
7862,M,1.4375,1.1,0.375,28.76056775,12.94154675,6.7755305,8.3631025,10.0
